city,lat,lon,performer,year
"New York, NY",40.7127281,-74.0060152,Mother/Sepia Marlene Smother/Dietrich,1936
"New York, NY",40.7127281,-74.0060152,Mother/Sepia Marlene Smother/Dietrich,1938
"New York, NY",40.7127281,-74.0060152,Murray Lenen,1934
"Miami, FL",25.7741728,-80.19362,Murray Swanson,1939
"Youngstown, OH",41.1035786,-80.6520161,Najean Loy,1936
"New York, NY",40.7127281,-74.0060152,Nancy Cauel,1939
"New York, NY",40.7127281,-74.0060152,Naomi Davis,1935
"Asbury Park, NJ",40.2203907,-74.0120817,Nazi Mova,1934
"Los Angeles, CA",34.0536909,-118.242766,Neil Dornay,1932
"Los Angeles, CA",34.0536909,-118.242766,Neil Dornay,1933
"San Francisco, CA",37.7790262,-122.4199061,Neil Dornay,1933
"Sheboygan, WI",43.7508284,-87.71453,Neil Dornay,1934
"Shreveport, LA",32.5221828,-93.7651944,Neil Dornay,1937
"New York, NY",40.7127281,-74.0060152,Nicki Gallucci,1934
"Baltimore, MD",39.2908816,-76.610759,Nicki Gallucci,1935
"New York, NY",40.7127281,-74.0060152,Nicki Gallucci,1936
"Philadelphia, PA",39.9527237,-75.1635262,Nicki Gallucci,1937
"Miami, FL",25.7741728,-80.19362,Nicki Gallucci,1939
"San Francisco, CA",37.7790262,-122.4199061,Nicki Gallucci,1940
"Miami, FL",25.7741728,-80.19362,Nicki Gallucci,1940
"Detroit, MI",42.3315509,-83.0466403,Nicki Gallucci,1940
"Cleveland, OH",41.5051613,-81.6934446,Niki Nash,1935
"New York, NY",40.7127281,-74.0060152,Niles Marsh,1931
"Los Angeles, CA",34.0536909,-118.242766,Niles Marsh,1932
"New York, NY",40.7127281,-74.0060152,Niles Marsh,1932
"Juarez, Mexico",32.4078425,-104.2332312,Niles Marsh,1935
"Phoenix, AZ",33.4484367,-112.0741417,Niles Marsh,1935
"Los Angeles, CA",34.0536909,-118.242766,Niles Marsh,1935
"Bakersfield, CA",35.3738712,-119.0194639,Niles Marsh,1937
"San Francisco, CA",37.7790262,-122.4199061,Niles Marsh,1939
"San Francisco, CA",37.7790262,-122.4199061,Niles Marsh,1940
"St. Louis, MO",38.6529545,-90.24111656024635,Nina Mae McKinney,1937
"Milwaukee, WI",43.0349931,-87.922497,Nina Mae McKinney,1937
"Chicago, IL",41.8755616,-87.6244212,Nina Mae McKinney,1937
"Pittsburgh, PA",40.4416941,-79.9900861,Nina Mae McKinney,1938
"Chicago, IL",41.8755616,-87.6244212,Nina Mae McKinney,1938
"Los Angeles, CA",34.0536909,-118.242766,Nina Rae,1932
"New York, NY",40.7127281,-74.0060152,Nine Collegians,1930
"New York, NY",40.7127281,-74.0060152,Nora Corona Hancock,1939
"Detroit, MI",42.3315509,-83.0466403,Norman Lewis,1937
"Youngstown, OH",41.1035786,-80.6520161,Norman Lewis,1937
"Miami, FL",25.7741728,-80.19362,Norman Lewis,1939
"Miami, FL",25.7741728,-80.19362,Norman Lewis,1940
"Detroit, MI",42.3315509,-83.0466403,Norman Lewis,1940
"Baltimore, MD",39.2908816,-76.610759,Olin Landick,1937
"Detroit, MI",42.3315509,-83.0466403,Olin Landick,1937
"New York, NY",40.7127281,-74.0060152,Olyn Landick,1932
"New York, NY",40.7127281,-74.0060152,Olyn Landick,1933
"Hartford, CT",41.7655582,-72.69061276146614,Olyn Landick,1937
"Akron, OH",41.083064,-81.518485,Ora Monte,1936
"Lansing, MI",42.7337712,-84.5553805,Page? Hudeck?,1936
"San Francisco, CA",37.7790262,-122.4199061,Palofox,1940
"Miami, FL",25.7741728,-80.19362,Pat Clayton,1939
"Miami, FL",25.7741728,-80.19362,Pat Clayton,1940
"Baltimore, MD",39.2908816,-76.610759,Patsy Campbell,1935
"Miami, FL",25.7741728,-80.19362,Patsy Keller,1939
"Zanesville, OH",39.9403453,-82.0131924,Patty Baker,1938
OH,40.2253569,-82.6881395,Patty Baker,1938
"Los Angeles, CA",34.0536909,-118.242766,Paul,1932
"San Francisco, CA",37.7790262,-122.4199061,Paul Coleman,1940
"Lansing, MI",42.7337712,-84.5553805,Paul Gilrey,1936
"Oklahoma City, OK",35.4729886,-97.5170536,Paul Gilrey,1938
"Cincinnati, OH",39.1014537,-84.5124602,Paul LaPage,1934
"Chicago, IL",41.8755616,-87.6244212,Paul LaPage,1934
"Sandusky, OH",41.4561002,-82.7115813,Paul Russell,1937
"Detroit, MI",42.3315509,-83.0466403,Paul Russell,1937
"Miami, FL",25.7741728,-80.19362,Paul Russell,1939
"Miami, FL",25.7741728,-80.19362,Paul Russell,1940
"Chicago, IL",41.8755616,-87.6244212,Peaches Browning,1936
"Pittsburgh, PA",40.4416941,-79.9900861,Peaches Browning,1937
"Chicago, IL",41.8755616,-87.6244212,Peaches Browning,1938
"Baltimore, MD",39.2908816,-76.610759,Peaches Buckingham,1938
"Chicago, IL",41.8755616,-87.6244212,Peggy Joyce,1931
"Pittsburgh, PA",40.4416941,-79.9900861,Peggy Joyce,1935
"Detroit, MI",42.3315509,-83.0466403,Peggy Joyce,1935
"Chicago, IL",41.8755616,-87.6244212,Peggy Joyce,1935
"St. Louis, MO",38.6529545,-90.24111656024635,Peggy Joyce,1937
"Binghamton, NY",42.096968,-75.914341,Pep Murray,1934
"Olean, NY",42.0774779,-78.4298613,Pep Murray,1935
"New York, NY",40.7127281,-74.0060152,Pep Murray,1935
"Jamestown, NY",42.0970023,-79.2353259,Pep Murray,1935
"Syracuse, NY",43.0481221,-76.1474244,Pep Murray,1935
"Warren, PA",41.843949,-79.145045,Pep Murray,1935
"Scranton, PA",41.4086874,-75.6621294,Pep Murray,1935
"Shreveport, LA",32.5221828,-93.7651944,Pepper Cortez,1937
"St. Louis, MO",38.6529545,-90.24111656024635,Pepper Cortez,1938
"Albany, NY",42.6511674,-73.754968,Peppy Carman,1935
"Philadelphia, PA",39.9527237,-75.1635262,Peppy Carman,1940
"Chicago, IL",41.8755616,-87.6244212,Petite Swanson,1936
"Pittsburgh, PA",40.4416941,-79.9900861,Petite Swanson,1937
"Pittsburgh, PA",40.4416941,-79.9900861,Petite Swanson,1938
"Chicago, IL",41.8755616,-87.6244212,Petite Swanson,1938
"Atlantic City, NJ",39.3642852,-74.4229351,Phil Black,1931
"Atlantic City, NJ",39.3642852,-74.4229351,Phil Black,1933
"New York, NY",40.7127281,-74.0060152,Phil Black,1938
"New York, NY",40.7127281,-74.0060152,Phil Black,1939
"Corpus Christi, TX",27.7477253,-97.4014129,Phil Craig,1936
"Kansas City, MO",39.100105,-94.5781416,Phil Craig,1937
"Corpus Christi, TX",27.7477253,-97.4014129,Phil Craig,1937
"Kansas City, MO",39.100105,-94.5781416,Phil Craig,1939
"Sandusky, OH",41.4561002,-82.7115813,Princess Diane,1937
"Juarez, Mexico",32.4078425,-104.2332312,Rae Bourbon,1931
"Bakersfield, CA",35.3738712,-119.0194639,Rae Bourbon,1931
"Los Angeles, CA",34.0536909,-118.242766,Rae Bourbon,1932
"Los Angeles, CA",34.0536909,-118.242766,Rae Bourbon,1933
"Chicago, IL",41.8755616,-87.6244212,Rae Bourbon,1933
"San Francisco, CA",37.7790262,-122.4199061,Rae Bourbon,1933
"Salt Lake City, UT",40.7596198,-111.8867975,Rae Bourbon,1933
"Juarez, Mexico",32.4078425,-104.2332312,Rae Bourbon,1933
"Salt Lake City, UT",40.7596198,-111.8867975,Rae Bourbon,1934
"Matawan, NJ",40.41483,-74.2295891,Rae Bourbon,1934
"St. Louis, MO",38.6529545,-90.24111656024635,Rae Bourbon,1934
"New York, NY",40.7127281,-74.0060152,Rae Bourbon,1934
"St. Louis, MO",38.6529545,-90.24111656024635,Rae Bourbon,1935
"Miami, FL",25.7741728,-80.19362,Rae Bourbon,1935
"Los Angeles, CA",34.0536909,-118.242766,Rae Bourbon,1935
"Los Angeles, CA",34.0536909,-118.242766,Rae Bourbon,1936
"Kansas City, MO",39.100105,-94.5781416,Rae Bourbon,1938
"Los Angeles, CA",34.0536909,-118.242766,Rae Bourbon,1939
"Miami, FL",25.7741728,-80.19362,Rae Bourbon,1940
"New York, NY",40.7127281,-74.0060152,Rae Bourbon,1940
"Binghamton, NY",42.096968,-75.914341,Ralph Gilbert,1934
"Sheboygan, WI",43.7508284,-87.71453,Ralph Gilbert,1934
"Baltimore, MD",39.2908816,-76.610759,Ralph Gilbert,1935
"Benton Harbor, MI",42.1167065,-86.4541894,Ralph Gilbert,1935
"Rock Island, IL",41.4411786,-90.5766144,Ralph Gilbert,1938
"Detroit, MI",42.3315509,-83.0466403,Ralph Gilbert,1940
"Baltimore, MD",39.2908816,-76.610759,Ralph Miller,1934
"Akron, OH",41.083064,-81.518485,Ram'ee,1936
"New York, NY",40.7127281,-74.0060152,Ramon Strobeck,1930
"New York, NY",40.7127281,-74.0060152,Ramon Strobeck,1938
"Akron, OH",41.083064,-81.518485,Rani Dorzi,1936
"Albany, NY",42.6511674,-73.754968,Ray Foster,1940
"Seattle, WA",47.6038321,-122.3300624,Ray Francis,1940
"Pinedale, WY",42.8687119,-109.8710028084494,Ray Francis,1940
"Detroit, MI",42.3315509,-83.0466403,Ray Francis,1940
